ImageName,CellType,BoxX,BoxY,BoxW,BoxH,Area,Perimeter,Circularity,AspectRatio,MeanBlue,MeanGreen,MeanRed,MeanValue,MinValue,MaxValue,MeanSaturation,MinSat,MaxSat,TextureValue,TextureSat,TextureLaplacian,Hu1,Hu2,Hu3,Hu4,Hu5,Hu6,Hu7,GroundTruth_Label,Target
BloodImage_00059.jpeg,GlobuloRosso,128,364,70,80,4367.0,276.368,0.718487,0.875,159.084,158.796,186.021,186.028,176,219,40.8476,22,59,4.3044,5.25075,3.08568,0.770492,3.23062,3.27407,4.67531,8.93894,6.38631,-8.71665,GlobuloRosso,1
BloodImage_00069.jpeg,GlobuloBianco,358,272,107,95,5546.0,430.274,0.376443,1.12632,191.482,102.974,129.654,191.482,155,226,117.667,15,151,11.6376,22.1517,4.38414,0.610544,2.35757,2.36343,3.56755,-6.53372,-4.76019,-7.78575,GlobuloBianco,0
BloodImage_00069.jpeg,Piastrina,320,347,17,16,189.0,53.799,0.820585,1.0625,206.234,175.673,176.435,206.234,198,217,38.6963,29,47,3.75557,4.04141,4.679,0.787464,3.37054,3.74946,5.69386,10.5571,7.4208,10.5754,Piastrina,2
BloodImage_00069.jpeg,Piastrina,440,200,36,32,747.0,110.225,0.772622,1.125,196.424,173.263,161.039,196.424,179,208,45.927,27,69,6.03391,9.98246,3.72869,0.760493,2.56995,3.21914,4.6046,8.65297,6.01768,8.68196,Piastrina,2
BloodImage_00069.jpeg,GlobuloRosso,483,0,80,80,4767.0,360.024,0.462159,1.0,158.601,158.124,181.714,181.821,151,214,38.873,15,98,6.39852,10.889,3.667,0.737042,2.71089,2.94261,5.34534,-10.7177,-6.96742,-9.49008,GlobuloRosso,1
BloodImage_00069.jpeg,GlobuloRosso,161,0,78,77,5068.5,280.811,0.807719,1.01299,134.291,139.009,169.172,169.172,145,192,54.7351,17,75,6.84787,8.85664,2.79758,0.771771,2.95701,3.35568,7.71271,-13.6543,-9.36619,13.283,GlobuloRosso,1
BloodImage_00069.jpeg,GlobuloRosso,287,61,53,76,2660.0,283.681,0.415365,0.697368,155.884,153.921,181.514,181.514,171,201,41.1384,17,63,5.37827,9.20668,2.79631,0.663597,1.95789,3.47738,4.51527,-9.83072,5.80998,8.51209,GlobuloRosso,1
BloodImage_00069.jpeg,GlobuloRosso,535,130,53,51,2414.0,197.113,0.780761,1.03922,162.72,164.355,185.192,185.36,163,204,34.6265,13,62,6.0022,7.60606,3.4757,0.783673,4.94781,4.55165,5.89218,-11.1142,8.36965,12.9066,GlobuloRosso,1
BloodImage_00069.jpeg,GlobuloRosso,352,141,80,80,5704.5,314.125,0.726478,1.0,145.3,143.536,174.328,174.436,166,204,50.4593,9,73,5.03784,9.84359,2.66892,0.785198,4.68478,3.98362,5.60376,-10.4061,-9.08649,-11.1024,GlobuloRosso,1
BloodImage_00069.jpeg,GlobuloRosso,30,242,60,57,2933.5,211.497,0.824111,1.05263,163.066,162.11,183.199,184.092,149,220,36.2298,15,108,7.21811,11.701,3.86816,0.784352,3.9303,3.66146,5.37345,-9.91694,-7.39047,10.3643,GlobuloRosso,1
BloodImage_00069.jpeg,GlobuloRosso,221,261,80,80,4942.0,370.51,0.452391,1.0,154.795,157.505,187.141,187.438,146,203,47.3015,21,97,4.81008,9.09714,3.04016,0.762364,3.31304,3.41593,5.16908,9.46734,6.93333,-10.2528,GlobuloRosso,1
BloodImage_00069.jpeg,GlobuloRosso,26,273,80,80,5560.0,331.882,0.634332,1.0,152.464,154.929,180.734,181.243,149,220,45.6829,21,108,6.10426,10.5222,3.51799,0.759616,3.16962,4.83034,5.74861,11.1736,7.51957,11.2047,GlobuloRosso,1
BloodImage_00069.jpeg,GlobuloRosso,213,301,55,70,2964.5,224.811,0.737098,0.785714,151.529,158.231,189.328,189.328,182,201,51.2529,31,69,3.12052,5.64936,2.49537,0.767208,2.97944,3.20005,4.83119,10.7121,-6.79146,8.84685,GlobuloRosso,1
BloodImage_00069.jpeg,GlobuloRosso,11,337,80,80,6136.5,309.556,0.804732,1.0,147.261,149.834,176.308,176.851,126,198,49.7369,6,102,7.13137,11.6243,3.69349,0.781064,4.34279,4.72918,6.22566,11.7033,-8.39717,-13.2126,GlobuloRosso,1
BloodImage_00070.jpeg,GlobuloBianco,382,352,82,86,5314.5,276.007,0.876661,0.953488,195.219,109.676,124.462,195.315,152,230,113.011,15,162,12.1175,37.0266,4.83514,0.796416,4.49939,4.683,8.31141,-15.1604,11.2876,-14.8565,GlobuloBianco,0
BloodImage_00070.jpeg,GlobuloBianco,174,85,111,112,7924.0,401.647,0.617257,0.991071,193.27,110.382,126.38,193.27,164,226,109.873,17,157,10.1556,33.5404,4.09436,0.758754,2.72781,3.3673,4.69705,9.40203,6.23344,8.73924,GlobuloBianco,0
BloodImage_00070.jpeg,GlobuloRosso,223,0,61,75,1972.0,341.622,0.212336,0.813333,171.752,164.984,181.455,182.522,174,198,26.0804,6,52,4.00543,7.37171,3.04141,0.443038,2.04797,1.82961,2.28625,4.49189,4.11624,-4.49754,GlobuloRosso,1
BloodImage_00070.jpeg,GlobuloRosso,128,8,80,80,4728.0,412.167,0.349737,1.0,163.764,153.744,176.441,176.879,140,255,34.9482,3,77,9.94136,9.24867,4.85765,0.710331,3.4475,3.72931,3.69688,-7.5726,6.09274,7.54903,GlobuloRosso,1
BloodImage_00070.jpeg,GlobuloRosso,61,125,80,80,5396.0,301.539,0.745752,1.0,163.309,158.792,180.084,180.148,168,213,31.9511,4,58,4.83154,9.46293,2.9793,0.767744,2.89374,3.43241,5.74832,10.6635,7.20977,-10.3938,GlobuloRosso,1
BloodImage_00070.jpeg,GlobuloRosso,423,167,80,80,5685.0,412.569,0.419709,1.0,150.56,148.932,177.07,177.23,162,214,46.1273,19,72,6.79415,10.3414,2.53157,0.732292,3.81979,4.6783,4.30759,-8.81509,-6.21995,-9.39459,GlobuloRosso,1
BloodImage_00070.jpeg,GlobuloRosso,508,217,80,80,5730.5,297.841,0.811773,1.0,153.06,147.966,177.736,178.715,165,214,47.516,18,80,5.98832,7.24369,2.6926,0.775797,3.11838,3.59276,6.97856,12.3057,-8.55613,12.6441,GlobuloRosso,1
BloodImage_00070.jpeg,GlobuloRosso,33,267,80,80,3414.5,317.924,0.424513,1.0,154.331,158.679,180.414,180.428,152,235,39.2165,12,86,8.06854,14.7314,3.58525,0.678495,3.98295,2.2861,3.77613,-7.36655,6.60535,-6.82443,GlobuloRosso,1
BloodImage_00071.jpeg,GlobuloBianco,188,356,97,124,7371.0,363.647,0.70045,0.782258,212.862,123.916,148.081,212.862,172,250,106.55,16,149,11.4032,27.864,4.61638,0.757008,2.50749,3.39305,5.34482,9.90465,7.57076,-9.83024,GlobuloBianco,0
BloodImage_00071.jpeg,GlobuloRosso,69,0,80,80,5884.5,309.698,0.770977,1.0,135.693,140.69,169.965,169.976,160,195,53.3872,13,77,5.01723,9.52213,2.66515,0.777412,3.51828,4.00938,6.20596,-11.502,-9.6854,11.432,GlobuloRosso,1
BloodImage_00071.jpeg,GlobuloRosso,132,142,80,80,6031.5,333.012,0.683463,1.0,151.728,152.163,178.894,179.075,144,204,44.0467,17,93,6.51716,8.33056,3.22078,0.772117,4.30101,4.6731,6.25119,-12.2514,-8.72256,-11.7324,GlobuloRosso,1
BloodImage_00071.jpeg,GlobuloRosso,157,200,80,80,5524.0,309.598,0.724215,1.0,144.687,149.269,179.438,179.446,171,196,51.0164,17,71,3.7064,8.62808,2.75753,0.768585,2.89621,3.73298,5.62273,-10.7991,7.19992,10.3236,GlobuloRosso,1
BloodImage_00071.jpeg,GlobuloRosso,528,279,69,69,3835.5,242.61,0.818868,1.0,155.456,154.931,183.536,184.38,147,218,47.6776,26,138,6.20019,12.3597,3.5476,0.786552,4.75438,3.50662,5.76284,10.6483,8.1518,-10.4798,GlobuloRosso,1
BloodImage_00071.jpeg,GlobuloRosso,114,288,80,80,5718.0,296.083,0.819646,1.0,143.141,146.282,177.769,178.01,143,195,53.501,13,109,4.88798,9.0909,3.00387,0.778766,3.04182,3.91015,7.39543,13.2829,-9.90943,13.1382,GlobuloRosso,1
BloodImage_00076.jpeg,GlobuloBianco,106,234,105,113,8994.5,359.948,0.872382,0.929204,192.163,114.312,118.493,192.311,157,233,108.365,12,158,10.5139,33.8144,4.8702,0.795304,3.89232,4.39862,7.38347,13.279,9.38397,-14.1203,GlobuloBianco,0
BloodImage_00076.jpeg,GlobuloRosso,117,0,80,80,5784.5,307.213,0.770187,1.0,141.416,144.339,171.685,171.685,154,194,46.8656,9,72,4.32023,9.95868,2.80947,0.775633,3.41141,4.04306,6.25271,-11.7094,7.96644,11.4605,GlobuloRosso,1
BloodImage_00076.jpeg,GlobuloRosso,104,9,80,80,6067.0,304.284,0.823427,1.0,141.157,144.049,171.68,171.68,154,192,47.2342,15,71,4.22375,7.61329,2.82533,0.784164,5.07525,4.95305,6.25059,-11.907,-9.68173,-12.1788,GlobuloRosso,1
BloodImage_00076.jpeg,GlobuloRosso,464,56,80,80,5860.5,312.184,0.755656,1.0,139.367,144.694,176.129,176.129,162,195,54.4115,14,76,2.98575,7.14767,2.45045,0.782407,3.26087,6.12982,7.72605,-14.6904,-9.35666,-15.0599,GlobuloRosso,1
BloodImage_00076.jpeg,GlobuloRosso,307,137,80,80,5117.0,299.397,0.717349,1.0,154.137,154.079,180.979,181.127,139,228,44.232,17,88,7.16807,9.44965,4.95716,0.767962,2.65378,5.35422,6.45941,12.3662,8.26558,15.1114,GlobuloRosso,1
BloodImage_00076.jpeg,GlobuloRosso,179,150,80,62,4092.0,269.196,0.709592,1.29032,162.183,160.358,181.04,181.065,161,200,32.2279,14,67,4.92968,6.34088,3.76368,0.772696,2.62368,3.99241,5.35291,10.2556,7.02225,-10.118,GlobuloRosso,1
BloodImage_00076.jpeg,GlobuloRosso,15,377,69,67,4066.0,251.255,0.809372,1.02985,147.596,150.309,175.239,175.239,161,194,43.8571,8,74,5.78185,8.41941,2.85892,0.784002,3.79228,3.9499,5.6965,-10.657,-7.75374,-10.6843,GlobuloRosso,1
BloodImage_00076.jpeg,GlobuloRosso,390,398,80,62,3802.5,271.154,0.649899,1.29032,152.715,157.335,186.542,186.581,161,216,50.2379,16,76,6.56937,10.7266,3.73282,0.730162,2.37956,2.90747,4.06566,7.55242,5.278,9.07724,GlobuloRosso,1
BloodImage_00076.jpeg,GlobuloRosso,565,416,75,64,4506.0,265.799,0.801483,1.17188,153.147,146.355,177.841,178.385,129,219,48.5284,17,121,9.35735,11.382,5.02379,0.775318,3.03967,4.21617,6.01384,11.9476,-7.53957,11.1339,GlobuloRosso,1
BloodImage_00078.jpeg,GlobuloBianco,124,309,114,128,9201.0,503.044,0.456913,0.890625,208.095,119.98,145.194,208.095,164,240,107.522,11,160,13.2867,35.4274,4.58449,0.736735,2.79823,3.11334,4.41484,9.2018,6.47971,-8.18089,GlobuloBianco,0
BloodImage_00078.jpeg,Piastrina,185,109,16,20,208.0,55.1127,0.860538,0.8,188.142,161.457,156.517,188.142,169,203,42.8405,25,63,9.05165,9.93017,4.71686,0.783845,2.82178,5.56635,7.61238,14.9328,-9.60963,-14.2094,Piastrina,2
BloodImage_00078.jpeg,GlobuloRosso,489,0,80,80,5672.0,350.284,0.580905,1.0,138.66,143.238,174.568,174.67,146,193,53.6769,0,81,4.46506,12.8859,2.41855,0.747466,3.41412,4.07409,4.55006,-8.8662,-6.25817,-9.72755,GlobuloRosso,1
BloodImage_00078.jpeg,GlobuloRosso,337,0,53,80,1646.5,322.208,0.199296,0.6625,168.547,164.38,183.676,183.7,170,195,28.4595,12,53,3.77198,8.69088,2.99936,0.317252,0.999572,1.62884,2.03041,4.04022,2.86617,-3.98444,GlobuloRosso,1
BloodImage_00078.jpeg,GlobuloRosso,61,21,80,80,5851.5,300.184,0.816024,1.0,148.046,144.72,172.955,173.21,126,237,47.9556,11,99,10.9679,10.9953,5.06905,0.781932,3.25801,4.22066,7.46108,13.4043,-9.12977,13.5144,GlobuloRosso,1
BloodImage_00078.jpeg,GlobuloRosso,373,91,80,80,5201.5,329.983,0.600283,1.0,153.348,152.745,180.04,180.454,136,217,44.5439,16,138,7.47082,12.931,3.86488,0.751374,2.99414,3.04544,5.19054,9.82235,6.69414,-9.32993,GlobuloRosso,1
BloodImage_00078.jpeg,GlobuloRosso,449,169,80,71,4650.0,271.054,0.795338,1.12676,141.723,147.66,175.781,175.791,127,198,51.0699,15,82,6.89971,7.61317,2.91306,0.774057,3.26323,3.29311,4.92115,9.4916,6.73846,-9.05565,GlobuloRosso,1
BloodImage_00078.jpeg,GlobuloRosso,256,179,80,80,6016.5,306.527,0.804668,1.0,149.858,155.407,183.387,183.387,173,206,47.9535,18,74,4.37389,8.23983,2.52718,0.781499,3.80989,4.20813,6.0177,11.1319,-7.92267,12.2393,GlobuloRosso,1
BloodImage_00078.jpeg,GlobuloRosso,556,187,80,80,5733.5,295.154,0.827049,1.0,143.167,149.481,178.77,178.777,168,196,52.0832,14,72,4.10368,9.66238,2.74821,0.786212,4.99915,4.07077,5.68184,-10.7308,9.00956,-10.6885,GlobuloRosso,1
BloodImage_00078.jpeg,GlobuloRosso,400,250,80,68,4301.0,260.368,0.79727,1.17647,146.636,150.653,181.151,181.67,164,214,53.7073,20,86,5.06961,9.92277,2.80658,0.76726,2.87882,3.15806,4.7107,9.01654,6.35329,8.68837,GlobuloRosso,1
BloodImage_00078.jpeg,GlobuloRosso,403,296,80,80,5811.5,304.87,0.785721,1.0,142.258,151.46,183.359,183.359,150,204,58.8232,28,98,6.27858,9.36234,3.09133,0.776729,3.26522,3.69756,6.56642,12.0393,-8.334,11.7491,GlobuloRosso,1
BloodImage_00078.jpeg,GlobuloRosso,426,344,66,66,3727.0,238.225,0.825264,1.0,147.555,156.384,185.814,185.814,175,201,53.1063,14,78,3.81042,10.6594,2.76067,0.789523,4.81001,4.17581,5.74299,11.2576,8.35257,-10.7199,GlobuloRosso,1
BloodImage_00078.jpeg,GlobuloRosso,607,406,29,32,665.0,98.0833,0.868644,0.90625,201.137,159.549,156.87,201.137,184,216,56.5466,27,78,5.17787,12.8668,3.75931,0.793547,3.41042,4.80835,7.40838,13.5297,9.16183,14.1357,Piastrina,2
BloodImage_00078.jpeg,GlobuloRosso,336,385,76,72,3676.5,271.179,0.628251,1.05556,160.074,161.274,189.562,189.868,158,209,45.149,28,95,5.36854,7.3492,3.51689,0.779703,4.29432,3.84577,6.21443,11.2506,-8.84054,12.0243,GlobuloRosso,1
BloodImage_00079.jpeg,GlobuloBianco,0,200,105,109,7724.0,453.789,0.471351,0.963303,188.703,104.784,120.032,188.706,155,234,113.758,11,163,12.0441,35.0215,4.90759,0.7472,3.76577,3.54176,4.20833,-8.24345,-6.09283,-8.22474,GlobuloBianco,0
BloodImage_00079.jpeg,Piastrina,533,295,25,24,420.5,78.1838,0.864456,1.04167,196.976,148.963,161.198,196.976,170,221,62.1275,25,107,11.2881,22.3617,4.42779,0.792718,3.63507,4.41767,6.75048,12.4358,8.576,12.5489,Piastrina,2
BloodImage_00079.jpeg,GlobuloRosso,0,0,70,80,4323.0,271.054,0.739408,0.875,160.384,155.801,176.256,176.35,162,207,31.8339,4,51,5.60991,7.81546,3.31524,0.765919,2.94595,3.1266,5.14142,9.36543,6.87202,9.51014,GlobuloRosso,1
BloodImage_00079.jpeg,GlobuloRosso,360,0,80,63,4160.5,312.125,0.536659,1.26984,161.964,159.468,181.113,181.186,158,225,34.2805,15,54,5.35897,6.47764,3.39324,0.751409,2.7583,3.66768,4.93842,10.017,6.72058,9.24767,GlobuloRosso,1
BloodImage_00079.jpeg,GlobuloRosso,242,69,80,78,5175.5,277.439,0.844945,1.02564,158.511,156.258,182.546,182.743,171,204,40.3696,17,65,4.42131,7.82499,3.28416,0.788437,3.54143,3.848,5.604,10.4517,7.72472,-10.5137,GlobuloRosso,1
BloodImage_00079.jpeg,GlobuloRosso,82,112,76,77,5017.5,273.296,0.844169,0.987013,143.565,138.801,170.192,170.315,125,246,52.8985,18,100,14.6526,12.4103,4.38913,0.788662,4.27406,3.96442,5.66468,-10.7761,8.12477,-10.5431,GlobuloRosso,1
BloodImage_00079.jpeg,GlobuloRosso,402,114,80,80,5669.0,309.74,0.742543,1.0,153.702,151.928,178.717,178.974,160,199,43.1836,18,67,5.40659,8.04696,2.75048,0.780778,4.39559,3.57314,6.05281,11.0857,8.49665,10.9638,GlobuloRosso,1
BloodImage_00079.jpeg,GlobuloRosso,151,275,68,55,2213.5,246.551,0.457588,1.23636,171.713,163.867,186.825,186.828,177,199,32.5106,15,46,3.11762,5.82696,3.30761,0.636742,1.92522,2.52358,3.37043,-6.35566,-4.47549,6.7135,GlobuloRosso,1
BloodImage_00079.jpeg,GlobuloRosso,335,296,54,61,1749.5,208.267,0.506854,0.885246,165.245,163.35,192.251,192.251,186,201,40.4435,24,55,2.40866,6.67236,2.8854,0.668879,1.8511,2.582,3.27318,6.20079,4.19887,8.17525,GlobuloRosso,1
BloodImage_00079.jpeg,GlobuloRosso,0,345,80,66,4626.5,266.326,0.819664,1.21212,156.401,154.995,178.339,178.578,162,204,38.1727,14,56,6.65711,6.13186,3.58478,0.780974,3.07345,4.21751,5.81919,10.9887,-7.58541,-10.9874,GlobuloRosso,1
BloodImage_00079.jpeg,GlobuloRosso,460,335,80,80,5800.5,298.468,0.818238,1.0,149.073,151.197,182.751,183.071,159,227,53.3607,26,92,5.84694,9.33118,2.89075,0.785409,4.15546,4.01702,5.67124,-10.6658,-8.32136,10.666,GlobuloRosso,1
BloodImage_00081.jpeg,GlobuloBianco,310,356,127,96,7623.0,422.132,0.537575,1.32292,206.096,124.255,143.426,206.096,165,244,100.755,15,161,12.356,32.2876,4.74107,0.70636,2.01891,3.60341,4.59476,-9.09567,-5.9284,8.73097,GlobuloBianco,0
BloodImage_00081.jpeg,Piastrina,369,304,22,35,475.0,91.2548,0.71679,0.628571,207.012,167.216,177.208,207.012,188,222,48.8796,23,75,7.28557,13.3843,4.29456,0.718858,1.98548,3.66002,4.61792,8.84221,5.87895,-9.001,Piastrina,2
BloodImage_00081.jpeg,Piastrina,260,93,23,22,327.5,70.1838,0.835503,1.04545,193.087,164.137,162.791,193.087,179,208,41.5726,25,57,7.88257,7.00112,3.83488,0.790275,3.49435,3.86775,6.27611,-11.3572,-8.06263,-12.0407,Piastrina,2
BloodImage_00081.jpeg,GlobuloRosso,233,0,77,80,1907.5,390.492,0.157199,0.9625,167.554,169.127,184.513,184.513,172,196,25.1119,11,40,3.83698,5.32159,3.17112,0.209024,1.17566,1.1373,1.32163,2.55507,1.99367,3.42169,GlobuloRosso,1
BloodImage_00081.jpeg,GlobuloRosso,97,0,80,80,6224.0,317.657,0.775109,1.0,143.484,147.201,173.47,173.583,123,189,47.3412,21,108,6.76065,9.72104,2.6578,0.778771,5.88429,6.26047,7.60337,14.5358,-10.5458,-15.8486,GlobuloRosso,1
BloodImage_00081.jpeg,GlobuloRosso,417,0,80,80,5543.0,298.426,0.782132,1.0,137.148,143.694,175.168,175.168,163,194,56.2857,11,85,4.36519,9.14288,2.67428,0.771388,2.86177,3.92704,5.61136,11.4274,-7.52643,10.3823,GlobuloRosso,1
BloodImage_00081.jpeg,GlobuloRosso,515,17,80,80,6084.0,310.142,0.794836,1.0,134.908,141.669,171.639,171.684,110,194,56.2626,22,104,10.7028,8.69473,3.2625,0.780131,4.10217,4.51818,6.43665,12.0106,-8.53179,12.1365,GlobuloRosso,1
BloodImage_00081.jpeg,GlobuloRosso,316,77,80,80,5012.0,282.51,0.78914,1.0,151.324,152.639,181.18,181.289,167,205,45.1576,17,61,4.15233,5.79448,2.9107,0.768801,2.66587,3.4238,4.96243,9.15574,6.32963,10.6806,GlobuloRosso,1
BloodImage_00081.jpeg,GlobuloRosso,263,275,71,74,3582.5,263.522,0.64828,0.959459,162.18,162.647,189.9,189.904,179,200,41.1726,22,57,3.95773,5.64172,2.8711,0.776468,3.32364,3.84107,4.84829,9.43358,-7.14321,9.28,GlobuloRosso,1
BloodImage_00081.jpeg,GlobuloRosso,0,298,80,66,3652.0,363.966,0.346434,1.21212,159.605,161.567,181.443,181.578,161,197,34.0288,14,65,5.11592,6.90842,3.23888,0.69688,2.96881,3.12627,4.30541,-8.278,6.0617,-8.10074,GlobuloRosso,1
BloodImage_00081.jpeg,GlobuloRosso,20,306,80,80,5674.0,314.368,0.721479,1.0,160.412,163.518,183.21,183.293,161,202,34.2395,8,65,6.22891,8.77637,3.22187,0.779278,3.25618,4.37739,5.50613,-10.7521,-7.22662,10.5093,GlobuloRosso,1
BloodImage_00081.jpeg,GlobuloRosso,200,368,80,80,5837.0,309.113,0.767655,1.0,152.923,159.986,191.953,191.953,164,210,53.8916,28,83,6.95501,7.45947,2.90824,0.775072,3.34926,3.79747,6.81353,-12.2466,8.55217,-12.2952,GlobuloRosso,1
BloodImage_00081.jpeg,GlobuloRosso,142,395,64,66,3201.5,237.983,0.71035,0.969697,154.235,160.959,190.528,190.528,181,199,49.1838,31,73,2.54222,7.63033,2.8084,0.756563,2.66313,3.20549,5.57351,10.0348,7.36492,-10.2384,GlobuloRosso,1
BloodImage_00081.jpeg,GlobuloRosso,4,418,80,62,4694.0,274.971,0.780154,1.29032,146.387,152.283,178.029,178.029,163,193,46.2261,16,72,4.07891,9.10101,2.57604,0.765184,2.6686,5.22331,6.75852,12.8561,8.21531,-12.9549,GlobuloRosso,1
BloodImage_00082.jpeg,GlobuloBianco,274,344,99,112,6676.0,449.245,0.415681,0.883929,202.658,128.57,140.433,202.693,159,244,94.203,14,136,11.9047,28.02,4.70219,0.703213,2.31738,3.05546,4.28782,8.01303,5.56541,8.2896,GlobuloBianco,0
BloodImage_00082.jpeg,GlobuloRosso,0,45,80,80,6117.5,307.213,0.814524,1.0,133.695,136.002,167.882,167.886,149,189,55.1916,21,83,4.12887,8.36653,2.39243,0.781273,4.21115,4.60343,6.15348,11.5321,-8.25914,13.0897,GlobuloRosso,1
BloodImage_00082.jpeg,GlobuloRosso,454,218,80,80,5868.5,300.184,0.818394,1.0,148.243,151.327,179.713,179.727,171,195,46.7852,18,75,3.10363,8.88809,2.74262,0.782723,3.29583,4.5564,7.09788,12.9326,-8.75806,13.6565,GlobuloRosso,1
BloodImage_00082.jpeg,GlobuloRosso,266,239,80,74,4885.5,293.983,0.710355,1.08108,160.152,156.254,184.959,185.128,166,212,42.9497,22,81,5.33832,6.714,3.49462,0.767591,2.9313,3.40698,6.19322,-11.8808,-7.67074,-10.997,GlobuloRosso,1
BloodImage_00082.jpeg,GlobuloRosso,12,237,80,73,4773.0,273.539,0.801609,1.09589,144.087,145.092,174.135,174.135,153,197,47.5261,18,70,6.69738,11.0481,3.11389,0.781504,3.9919,3.46589,5.30315,10.1879,-8.05998,9.71053,GlobuloRosso,1
BloodImage_00082.jpeg,GlobuloRosso,145,300,70,80,4327.5,286.267,0.663597,0.875,159.0,156.144,184.673,184.697,175,201,42.0783,19,55,3.50757,5.06738,2.67639,0.752696,2.83173,3.07638,4.47054,-8.49724,-6.14277,8.32507,GlobuloRosso,1
BloodImage_00082.jpeg,GlobuloRosso,21,384,80,80,5568.5,296.468,0.796145,1.0,150.001,149.036,176.936,177.262,154,247,47.178,12,85,8.82469,9.86073,4.27632,0.784652,3.76742,3.83863,5.88273,12.0039,-8.09946,10.7441,GlobuloRosso,1
BloodImage_00082.jpeg,GlobuloRosso,471,409,80,67,2848.5,391.179,0.233924,1.19403,167.658,165.429,185.459,186.344,168,208,32.634,15,66,5.25266,7.75795,3.61283,0.592545,1.78788,4.48267,3.34878,-7.98804,5.28563,7.2724,GlobuloRosso,1
BloodImage_00083.jpeg,GlobuloBianco,88,261,175,134,17486.5,580.659,0.651734,1.30597,200.527,131.335,134.026,200.579,164,230,91.4384,16,144,7.69193,33.0364,4.06173,0.769951,2.60262,4.3923,5.89263,-11.2761,-7.33717,11.1219,GlobuloBianco,0
BloodImage_00083.jpeg,Piastrina,467,92,22,23,338.5,70.1838,0.863565,0.956522,196.26,157.388,156.843,196.26,174,208,52.7046,25,87,6.60316,16.2861,5.10271,0.7921,3.5567,4.16406,6.33888,12.3079,8.57905,-11.5985,Piastrina,2
BloodImage_00083.jpeg,GlobuloRosso,103,0,80,80,5393.0,421.539,0.381386,1.0,148.035,151.516,174.61,174.61,164,190,40.6121,6,64,4.43562,9.86766,2.5922,0.751627,3.32674,5.02638,4.61449,-9.755,-6.37769,9.4914,GlobuloRosso,1
BloodImage_00083.jpeg,GlobuloRosso,156,0,80,80,4643.0,377.681,0.409032,1.0,151.411,149.118,173.655,173.887,158,198,39.6656,10,64,4.84245,9.55053,2.77721,0.717665,3.69739,2.77457,3.94682,8.69349,6.09776,7.30788,GlobuloRosso,1
BloodImage_00083.jpeg,GlobuloRosso,499,145,80,66,3933.5,277.497,0.641905,1.21212,146.566,141.884,173.292,173.545,132,236,49.4614,13,96,8.91127,10.2499,4.1211,0.722428,2.26804,2.81123,4.15158,7.68965,5.44929,-7.9524,GlobuloRosso,1
BloodImage_00083.jpeg,GlobuloRosso,320,137,80,80,5963.5,309.556,0.782045,1.0,149.078,150.891,179.214,179.228,161,244,46.3966,15,90,6.36699,8.90876,3.26883,0.779756,3.59504,4.01089,6.23675,11.3776,-8.04251,-11.9214,GlobuloRosso,1
BloodImage_00083.jpeg,GlobuloRosso,246,148,80,80,5665.0,312.569,0.72865,1.0,158.874,159.288,183.22,183.284,154,240,39.6465,7,80,9.58518,10.4002,4.111,0.7794,3.01898,4.60445,6.60742,-12.2134,-8.70937,-14.0447,GlobuloRosso,1
BloodImage_00083.jpeg,GlobuloRosso,414,154,80,80,5216.5,304.184,0.708463,1.0,154.521,149.136,176.326,176.955,162,204,43.723,11,59,5.87412,5.87831,2.92386,0.75627,2.58165,3.58322,6.41318,-12.1178,-8.18593,11.4199,GlobuloRosso,1
BloodImage_00083.jpeg,GlobuloRosso,469,181,80,78,5622.5,300.669,0.781559,1.02564,151.209,149.968,177.594,177.713,165,194,44.5266,13,66,5.5229,8.26129,2.93068,0.781436,3.63677,4.00339,5.69202,-10.5905,-7.70674,-10.8803,GlobuloRosso,1
BloodImage_00083.jpeg,GlobuloRosso,0,234,80,80,6191.5,310.728,0.805833,1.0,139.39,141.463,172.237,172.254,162,183,51.0559,4,73,2.59782,8.66963,2.23916,0.780064,4.94265,5.31002,6.61085,12.5714,-9.08224,14.2251,GlobuloRosso,1
BloodImage_00083.jpeg,GlobuloRosso,371,433,80,47,3594.0,244.142,0.757709,1.70213,151.951,154.699,186.595,186.595,176,199,49.0641,32,67,3.85068,6.464,2.29371,0.720334,2.05555,4.99728,6.19958,-11.956,-7.23378,-11.9413,GlobuloRosso,1
BloodImage_00086.jpeg,GlobuloBianco,74,128,119,106,7976.5,416.576,0.57761,1.12264,185.545,107.242,121.099,185.609,149,235,109.59,17,167,13.0854,40.0499,5.08367,0.731978,2.19074,3.58668,4.74449,9.17593,6.0794,-8.98566,GlobuloBianco,0
BloodImage_00086.jpeg,Piastrina,517,428,28,31,577.5,97.1543,0.768843,0.903226,199.675,166.057,162.995,199.691,178,218,47.588,28,76,9.61018,12.6575,4.23445,0.781169,2.92032,3.94683,5.52482,-10.2782,-7.01218,10.8156,Piastrina,2
BloodImage_00086.jpeg,Piastrina,564,370,18,18,225.0,58.6274,0.822604,1.0,195.155,170.52,167.024,195.155,187,207,36.7817,29,45,4.3648,3.74748,3.52948,0.784776,3.19298,3.87762,6.16704,11.2009,7.95136,-11.8328,Piastrina,2
