ImageName,CellType,BoxX,BoxY,BoxW,BoxH,Area,Perimeter,Circularity,AspectRatio,MeanBlue,MeanGreen,MeanRed,MeanValue,MinValue,MaxValue,MeanSaturation,MinSat,MaxSat,TextureValue,TextureSat,TextureLaplacian,Hu1,Hu2,Hu3,Hu4,Hu5,Hu6,Hu7
BloodImage_00091.jpeg,Background,339,287,15,20,76.5,75.4975,0.168658,0.75,170.287,177.222,196.685,196.685,192,203,34.287,23,42,2.08898,3.82257,3.54439,0.433847,1.04495,1.81297,2.04461,3.97341,2.57148,6.34155
BloodImage_00091.jpeg,Background,99,266,7,7,25.5,19.8995,0.809219,1,189.543,192.029,186.086,192.2,188,198,8.25714,8,11,2.4,0.730669,4.72199,0.786593,3.41294,4.78148,6.17662,-11.7168,-8.52196,-11.9608
BloodImage_00091.jpeg,Background,3,233,10,6,23,24.9706,0.463533,1.66667,162.235,169.5,179.441,179.441,177,182,24.5,19,31,1.31039,2.87228,1.87037,0.695894,2.21456,2.5188,3.38952,6.41725,4.56563,-6.61446
BloodImage_00091.jpeg,Background,348,207,5,7,10.5,19.8995,0.333208,0.714286,149.2,155.35,177.25,177.25,176,179,40.35,34,44,1.17792,2.3297,2.43105,0.709086,2.20426,3.09478,3.96759,7.98619,5.75295,-7.5231
BloodImage_00091.jpeg,Background,312,200,7,7,27,20.4853,0.808518,1,151.27,151.081,172.541,172.541,164,185,33.0811,31,35,5.28432,0.996708,3.36614,0.776104,2.80394,3.97155,5.78727,10.8183,7.64252,-10.8161
BloodImage_00091.jpeg,Background,318,189,15,16,117.5,45.6985,0.70704,0.9375,156.927,142.891,170.774,171.066,147,189,43.7956,33,59,10.4813,5.95008,5.29814,0.669133,1.73198,3.67671,4.72063,-9.05949,-5.72431,-9.08067
BloodImage_00091.jpeg,Background,45,189,11,12,78,38.1421,0.673743,0.916667,187.406,186.281,182.802,188.542,184,194,7.75,3,13,2.10613,2.27303,3.38192,0.77398,3.17406,3.58764,5.56541,10.4811,7.15253,-10.1931
BloodImage_00091.jpeg,Background,426,179,15,35,149.5,93.9828,0.212694,0.428571,137.619,149.026,174.619,174.619,171,180,54.1429,37,71,1.30236,7.97454,2.45707,0.243788,0.546241,1.82031,1.95787,3.84812,2.27247,-4.98288
BloodImage_00091.jpeg,Background,194,173,5,12,15,35.799,0.147082,0.416667,179.161,180.032,183.548,184.548,180,190,10.2258,3,21,2.13781,4.78377,3.68957,0.649465,1.6985,2.91243,3.15219,6.18544,4.01745,-7.3681
BloodImage_00091.jpeg,Background,78,163,5,5,12.5,13.0711,0.919386,1,192.737,187.526,184.263,192.737,188,196,11.2105,7,16,2.55141,2.4619,4.15889,0.78509,3.09005,3.72178,5.76833,-10.5134,-7.31336,18.4105
BloodImage_00091.jpeg,Background,474,97,18,11,96,52.2843,0.441305,1.63636,136.933,144.134,174.941,174.941,168,183,56.1092,33,67,2.4505,9.71509,3.0746,0.625674,1.58656,3.17072,3.79709,7.29158,4.59153,-7.94259
BloodImage_00091.jpeg,Background,190,92,7,6,18,20.4853,0.539012,1.16667,188.179,190.321,184.321,190.321,189,193,8,8,8,1.13558,0,2.47101,0.730788,2.18737,3.30513,4.47812,8.43346,5.74039,8.66709
BloodImage_00091.jpeg,Background,592,14,10,11,72,32.1421,0.875776,0.909091,169.885,172.161,167.667,172.747,161,188,7.98851,6,12,7.24802,1.51236,9.87124,0.79286,3.80623,4.8269,7.43258,13.5842,9.35598,14.0712
BloodImage_00091.jpeg,Background,544,2,5,9,20,21.3137,0.553251,0.555556,164.3,174.333,179.467,179.467,177,182,21.5,14,28,1.11754,3.36403,2.08726,0.633973,1.58786,3.38825,4.04448,7.78373,4.87856,8.26076
BloodImage_00091.jpeg,Background,618,0,22,9,102.5,53.8995,0.443368,2.44444,146.442,163.651,178.682,178.682,174,185,46.0155,25,56,2.38855,7.62186,3.36261,0.475382,1.12698,1.83712,2.1648,4.16629,2.73213,5.47372
BloodImage_00092.jpeg,Foreground,18,433,30,23,518,87.598,0.848304,1.30435,165.338,138.526,160.273,170.041,136,217,47.8474,15,103,17.6129,19.4591,6.54001,0.774583,2.61735,4.32985,5.88482,-11.2516,-7.60622,11.0705
BloodImage_00092.jpeg,Foreground,349,412,75,62,1448.5,289.12,0.217757,1.20968,153.489,160.187,188.876,188.876,165,202,49.0459,16,71,5.03069,9.55547,3.06755,0.46372,1.09882,2.30572,2.62231,5.08682,3.18124,-6.40515
BloodImage_00092.jpeg,Foreground,617,398,23,50,744.5,138.326,0.488953,0.46,137.908,150.632,181.197,181.197,173,192,60.9133,39,77,3.78277,6.79382,2.59001,0.585843,1.42983,2.55697,3.09853,5.92726,3.81555,7.09774
BloodImage_00092.jpeg,Foreground,313,394,101,79,2565,433.446,0.171565,1.27848,156.308,155.52,185.615,185.945,144,203,49.3142,20,78,9.3852,7.38723,3.30425,0.351071,1.01433,1.42298,2.29719,-4.34947,-2.96035,-4.27283
BloodImage_00092.jpeg,Foreground,0,391,65,46,1350,202.51,0.413668,1.41304,150.1,154.346,178.921,178.921,172,191,42.5407,22,64,3.3249,7.55381,3.14526,0.510642,1.24914,2.38792,2.99552,5.94775,4.53026,-5.76508
BloodImage_00092.jpeg,Foreground,494,338,27,30,559,92.0833,0.828439,0.9,202.432,176.504,174.886,202.444,192,218,36.99,14,71,5.30944,12.5807,3.81815,0.79127,3.34391,4.07572,6.34969,-12.2036,-8.9405,-11.574
BloodImage_00092.jpeg,Foreground,589,294,51,99,1918.5,376.233,0.170317,0.515152,151.055,153.209,181.324,181.679,131,196,49.9307,18,94,11.8347,11.7897,3.71762,0.339513,0.892403,1.73887,2.03903,3.92821,2.48706,-5.41315
BloodImage_00092.jpeg,Foreground,20,292,78,78,4164,281.706,0.659371,1,169.114,172.743,186.676,186.955,177,206,25.7769,0,43,3.94556,8.48024,3.06887,0.788856,3.09723,4.58353,6.52438,-12.2141,-8.12249,12.2446
BloodImage_00092.jpeg,Foreground,526,287,35,42,579.5,178.409,0.228786,0.833333,184.937,184.389,196.241,196.295,190,206,18.2718,5,33,2.32153,4.46285,2.98267,0.634953,2.32652,2.46079,3.70632,6.78987,5.03288,8.99943
BloodImage_00092.jpeg,Foreground,350,271,31,51,952.5,154.61,0.500724,0.607843,151.724,124.466,157.561,161.934,135,210,59.2502,30,101,13.9817,13.8799,6.29267,0.598964,1.57919,3.21816,4.21931,-7.96341,-5.13403,-8.41681
BloodImage_00092.jpeg,Foreground,327,267,84,82,2278,423.647,0.159498,1.02439,157.418,162.834,188.888,188.916,148,204,44.9577,12,63,8.18676,8.57748,3.37147,0.296877,1.59575,1.64332,1.87109,-4.25396,3.26254,3.64081
BloodImage_00092.jpeg,Foreground,590,214,50,54,704.5,188.894,0.248115,0.925926,156.259,161.186,184.529,184.529,177,192,42.6071,15,59,2.27714,8.11752,3.16768,0.340526,0.803908,2.31744,3.23307,-6.39411,-4.0569,6.04857
BloodImage_00092.jpeg,Foreground,344,208,48,52,970.5,193.095,0.327086,0.923077,155.697,153.907,181.071,181.109,164,191,41.9915,16,57,4.96265,7.32385,2.76367,0.542748,1.43644,1.97322,2.83771,5.70404,-4.04161,-5.27088
BloodImage_00092.jpeg,Foreground,284,202,28,26,377,95.0538,0.524339,1.07692,150.606,160.13,184.733,184.733,179,194,47.863,30,68,2.68247,6.63854,2.89696,0.719521,2.0812,3.03475,4.208,7.95284,5.49704,-8.01081
BloodImage_00092.jpeg,Foreground,0,188,64,68,1357,258.392,0.255406,0.941176,138.662,145.966,172.335,172.335,159,185,50.7152,32,69,5.1148,6.70944,2.73553,0.357634,0.924144,1.68615,2.1417,4.12076,2.80915,-4.34885
BloodImage_00092.jpeg,Foreground,337,186,43,41,699.5,187.38,0.250353,1.04878,162.822,157.488,185.245,185.245,178,192,38.5792,19,51,1.9798,4.62957,2.76529,0.654734,1.97053,2.57809,3.75963,6.99168,-4.92578,-7.22736
BloodImage_00092.jpeg,Foreground,514,181,19,27,339.5,76.5269,0.728486,0.703704,130.492,126.43,160.144,160.144,142,173,56.631,44,73,7.93527,5.1171,3.74395,0.740984,2.1537,5.07305,5.97338,11.6672,7.50555,11.6287
BloodImage_00092.jpeg,Foreground,250,168,23,23,266,80.0833,0.521204,1,160.213,168.733,187.14,187.14,181,195,36.84,23,52,3.29652,6.87758,2.59636,0.734196,2.71024,2.65746,4.18635,-8.49986,6.70257,-7.61186
BloodImage_00092.jpeg,Foreground,266,166,64,40,661.5,208.066,0.192016,1.6,156.125,145.101,173.851,175.157,136,200,45.9867,30,92,10.2684,12.2399,4.85073,0.280696,0.796584,1.49348,1.57712,3.11279,2.12364,-4.50117
BloodImage_00092.jpeg,Foreground,30,159,23,25,360,75.598,0.791575,0.92,132.064,110.947,143.88,145.532,120,170,62.7786,45,102,11.1472,14.6452,5.31828,0.779992,2.92648,4.08801,6.0484,11.3552,7.64643,11.2047
BloodImage_00092.jpeg,Foreground,467,146,146,103,4643,818.347,0.0871231,1.41748,147.724,143.066,173.503,175.528,107,228,54.2522,9,161,10.4989,17.3643,4.44417,0.324765,1.61307,1.8726,2.47252,4.70117,3.29022,4.96649
BloodImage_00092.jpeg,Foreground,67,114,38,88,1383,250.392,0.277199,0.431818,139.698,145.015,170.57,170.57,157,184,47.4603,23,68,5.92814,7.44378,2.9188,0.411521,0.971026,2.00973,3.0034,-5.53476,-3.52511,5.99334
BloodImage_00092.jpeg,Foreground,5,107,54,36,775.5,179.238,0.303343,1.5,132.749,137.099,166.602,166.602,160,174,52.4982,39,77,2.90467,6.94182,2.44385,0.56999,1.43174,3.00791,3.07118,6.11591,3.7871,-6.92402
BloodImage_00092.jpeg,Foreground,68,89,13,25,159,68.7696,0.422488,0.52,138.233,136.672,163.466,163.466,158,167,44.3122,34,58,1.94777,5.51217,2.147,0.638835,1.65411,3.03247,3.53933,6.83984,4.61727,-7.41853
BloodImage_00092.jpeg,Foreground,621,70,19,24,307,72.2843,0.738347,0.791667,195.015,151.044,162.547,195.015,177,207,57.9029,20,89,6.26027,15.7128,4.39801,0.739089,2.15002,3.7232,5.17682,-9.63203,-6.25598,-10.44
BloodImage_00092.jpeg,Foreground,299,59,96,97,5396,478.274,0.296434,0.989691,187.117,94.1199,110.414,187.117,162,236,126.344,30,168,12.187,23.3854,4.074,0.658029,3.1665,2.91083,4.36019,-8.84246,5.98656,-8.00014
BloodImage_00092.jpeg,Foreground,107,56,74,82,2227,308.191,0.294639,0.902439,145.261,145.891,167.902,167.904,148,180,39.1868,9,60,5.26954,8.37446,2.89479,0.512062,1.25611,2.98296,3.91471,-7.43724,-4.54283,7.63403
BloodImage_00092.jpeg,Foreground,164,14,28,22,295,86.9117,0.490767,1.27273,148.819,152.777,171.741,171.741,165,184,37.2048,29,51,3.04075,4.9217,3.42639,0.642846,1.86091,2.54785,3.54824,-6.62912,-4.49567,7.02273
BloodImage_00092.jpeg,Foreground,582,9,21,18,238.5,63.6985,0.738652,1.16667,126.442,103.693,143.91,147.614,109,191,81.633,53,135,16.8591,19.2175,10.3806,0.753194,2.57723,3.10406,4.36547,8.7056,6.16198,-8.11403
BloodImage_00092.jpeg,Foreground,211,6,68,121,3634.5,570.115,0.140517,0.561983,135.802,144.254,173.917,173.917,163,190,56.0747,17,81,4.0697,8.05147,2.59243,0.470589,1.72944,2.77319,2.3898,-6.26265,3.25486,-4.97187
BloodImage_00092.jpeg,Foreground,550,3,71,95,2104,352.676,0.212571,0.747368,141.991,150.653,172.201,173.386,149,190,45.9831,0,77,7.37432,22.0514,3.13185,0.469431,2.00094,1.42938,3.98313,-6.88984,-5.01429,-6.79933
BloodImage_00092.jpeg,Foreground,303,0,30,12,219,70.6274,0.551706,2.5,133.698,145.325,169.742,169.742,164,180,54.2302,43,64,3.31078,4.08669,3.54218,0.586379,1.4435,2.42672,3.11263,5.94986,4.01423,6.16877
BloodImage_00092.jpeg,Foreground,80,0,84,95,2288,405.789,0.174609,0.884211,138.098,140.436,167.248,167.248,157,180,46.5553,28,65,3.66627,5.6079,2.60741,0.456409,1.27478,1.77338,2.58908,4.83358,3.24799,5.06897
BloodImage_00092.jpeg,Foreground,48,0,31,26,574.5,101.012,0.707542,1.19231,182.979,139.658,150.797,183.031,153,198,59.6871,12,83,11.3016,17.0198,3.5276,0.772587,2.84049,3.6666,6.20937,11.2473,7.68185,-11.364
BloodImage_00092.jpeg,Foreground,6,0,19,11,152.5,51.8995,0.711465,1.72727,135.163,107.315,138.826,146.242,122,169,69.9213,36,117,10.88,19.3717,6.06018,0.694852,1.87307,3.89621,5.33672,-10.099,-6.48982,10.1085
BloodImage_00092.jpeg,Background,200,477,7,3,10.5,15.4142,0.555337,2.33333,200.684,191.105,206.105,206.105,204,209,18.6316,16,20,1.2935,1.69241,2.86347,0.557476,1.31737,2.86246,3.34609,6.46984,4.08202,-6.98363
BloodImage_00092.jpeg,Background,304,466,18,14,139.5,52.3848,0.638813,1.28571,153.646,166.195,191.22,191.22,182,201,50.122,43,54,3.57506,2.16621,2.39286,0.735981,3.13183,2.55885,4.293,8.00066,6.2364,-7.78823
BloodImage_00092.jpeg,Background,475,464,9,10,59,28.1421,0.936155,0.9,195.181,196.014,194.708,197.847,188,207,6.25,0,12,4.93474,2.87591,7.61181,0.789848,3.06934,20.2581,19.793,39.8356,-21.6077,-40.3793
BloodImage_00092.jpeg,Background,586,443,8,7,32.5,21.8995,0.851579,1.14286,193.349,196.302,191.488,196.302,190,206,6.16279,5,8,4.28917,1.07682,6.68053,0.784831,3.00819,4.97646,7.07498,-13.1118,-8.90351,-13.7514
BloodImage_00092.jpeg,Background,86,443,6,6,20.5,17.0711,0.88398,1,188.552,192.69,184,192.69,186,200,11.5517,8,12,3.56326,1.22012,7.14567,0.786,3.95777,3.50091,5.85322,10.5811,7.85933,10.8708
BloodImage_00092.jpeg,Background,0,439,7,8,30,22.4853,0.745649,0.875,144.463,160.195,175.976,175.976,172,181,45.6341,39,54,2.37351,3.93704,2.87784,0.765356,2.83421,3.5519,4.80148,8.99042,6.26197,-9.60873
BloodImage_00092.jpeg,Background,89,430,9,9,55,27.3137,0.926427,1,183.162,184.632,176.265,185.574,175,198,12.8382,8,18,5.0594,1.65929,9.58359,0.795398,4.53391,5.05183,7.72535,-14.1146,-9.99257,-15.3845
BloodImage_00092.jpeg,Background,114,421,10,10,70,31.3137,0.897096,1,177.459,181.576,176.765,181.576,166,197,7.34118,5,9,8.13037,1.07979,10.4015,0.79147,4.45492,4.08954,6.43842,11.7028,-9.11194,13.0707
BloodImage_00092.jpeg,Background,179,377,11,13,37,43.4558,0.246215,0.846154,203.518,200.554,199,203.893,201,208,6.51786,3,10,1.332,1.32276,2.44995,0.429206,0.998066,2.07816,2.39939,4.64977,2.94996,-5.27998
BloodImage_00092.jpeg,Background,427,368,7,8,34,22.4853,0.845069,0.875,193,197.133,191.8,197.133,189,204,6.84444,5,9,3.61232,1.53414,7.51282,0.787061,3.50382,3.96649,6.6148,11.9064,8.41509,13.0873
BloodImage_00092.jpeg,Background,245,323,10,14,71.5,36.3848,0.678698,0.714286,201.864,197.966,199.25,202.227,193,211,6.69318,0,9,3.7741,2.2226,3.8403,0.655206,1.65413,3.80087,4.53543,8.81035,5.59663,-8.90894
BloodImage_00092.jpeg,Background,421,322,9,10,57.5,28.7279,0.875526,0.9,185.789,187.493,183.099,188.056,174,200,7.14085,5,10,5.63162,1.33528,10.5388,0.791113,3.77854,5.55109,6.38113,12.3534,8.33805,-13.125
BloodImage_00092.jpeg,Background,100,266,6,6,20.5,17.0711,0.88398,1,188.69,192.69,186.345,192.69,190,197,8.34483,8,9,1.74402,0.475312,3.11187,0.79099,4.04711,4.11254,8.23749,14.6643,-12.1847,14.4942
BloodImage_00092.jpeg,Background,636,226,4,7,10.5,15.0711,0.580913,0.571429,161.611,168.611,188.056,188.056,182,190,35.7778,34,37,2.06753,0.785674,3.80383,0.689686,2.12222,2.42149,3.61755,7.14481,5.31605,-6.65911
BloodImage_00092.jpeg,Background,0,201,8,17,84,40.1421,0.655071,0.470588,135.99,119.252,152.515,153.311,140,166,58.4369,48,87,6.01943,8.4275,5.21293,0.663899,1.74858,2.75975,3.82349,-8.23678,-5.17071,-7.11635
BloodImage_00092.jpeg,Background,302,183,12,15,121,41.799,0.870289,0.8,146.714,134.079,166.536,166.536,136,184,51.9,44,66,12.7976,5.239,4.97694,0.782939,2.81033,4.67758,6.21563,11.6626,7.6216,-13.0731
BloodImage_00092.jpeg,Background,203,165,10,10,68.5,30.7279,0.911662,1,182.53,182.53,176.783,183.843,172,197,9.96386,8,15,5.66001,1.67509,7.76622,0.794127,3.89459,4.55164,8.32931,-14.9742,10.4245,-14.8771
BloodImage_00092.jpeg,Background,616,120,21,14,109,66.4264,0.310424,1.5,174.073,182.759,190.715,190.715,185,194,22.2117,12,31,1.66084,3.58103,2.70501,0.657421,1.78913,2.66099,3.23775,6.19624,4.16411,6.87986
BloodImage_00092.jpeg,Background,19,81,12,22,126.5,57.6985,0.477498,0.545455,147.559,154.441,172.638,172.638,169,178,37.0724,22,48,1.93836,5.72058,2.69785,0.687012,2.06252,2.58785,3.73802,7.24703,-5.69676,6.95027
BloodImage_00092.jpeg,Background,50,67,11,8,31,37.799,0.272654,1.375,140.312,153.958,171.688,171.688,170,175,46.6042,38,53,1.15752,3.18682,1.85919,0.580359,1.92202,2.38831,4.84281,-8.68905,6.07838,-8.55047
BloodImage_00092.jpeg,Background,205,59,4,16,19,38.9706,0.157214,0.25,142.649,161.216,177.568,177.568,171,186,50.1351,38,63,3.20085,6.24354,3.81474,0.04545,0.129468,1.85247,1.81214,3.64445,1.87693,6.01858
BloodImage_00092.jpeg,Background,622,35,11,16,90,48.7696,0.475505,0.6875,137.245,141.964,171.955,171.955,169,177,51.4545,40,63,1.66998,5.82727,2.72195,0.703335,2.05447,3.05068,3.80318,7.24423,4.84496,-7.83057
BloodImage_00092.jpeg,Background,540,26,5,7,21,17.6569,0.846452,0.714286,166.967,167.033,180.233,180.233,177,188,21.1333,11,36,2.67934,6.95573,5.17515,0.756808,2.33329,4.15888,5.428,10.262,6.64539,10.6059
BloodImage_00092.jpeg,Background,0,14,14,17,136.5,50.3848,0.675684,0.823529,132.581,108.312,142.519,145.606,120,170,68.2625,45,108,12.4815,15.4291,6.38395,0.720268,2.2996,2.65753,3.82797,7.1715,5.23288,7.28584
BloodImage_00092.jpeg,Background,388,0,13,5,28.5,29.8995,0.400615,2.6,180.651,179.442,184.116,185.023,180,192,10.2791,3,24,2.58338,4.81435,3.58834,0.579595,1.40777,2.70403,3.7854,-7.23338,-4.59712,7.13822
BloodImage_00092.jpeg,Background,355,0,25,6,100,56.9706,0.387176,4.16667,160.969,172.748,184.079,184.079,175,189,32.0315,17,46,2.60407,6.62129,3.0034,0.36313,0.797251,2.86527,3.09612,6.07744,3.50809,7.34699
BloodImage_00092.jpeg,Background,277,0,10,16,90,55.1127,0.372348,0.625,127.088,138.053,166.333,166.333,163,170,60.2193,51,75,1.70483,6.62367,1.76621,0.675033,1.93375,2.68365,3.62167,6.77473,4.58895,8.14498
BloodImage_00092.jpeg,Background,223,0,5,8,10,21.6569,0.267929,0.625,118.381,138.619,167.857,167.857,165,171,75.1429,73,78,1.52083,1.48919,3.97954,0.68854,2.1436,2.74269,4.07393,-8.16669,-5.23203,7.49173
BloodImage_00092.jpeg,Background,201,0,10,14,89.5,37.5563,0.797382,0.714286,146.093,132.879,155.907,156.224,136,171,38.4206,31,46,9.19296,3.82084,3.55148,0.752547,2.34094,3.39954,4.53091,8.49632,5.70388,10.0285
BloodImage_00092.jpeg,Background,178,0,8,10,44,29.3137,0.643459,0.8,146.69,150.224,174.017,174.017,169,179,40.6724,30,49,2.16151,5.55657,4.27882,0.722874,2.16728,3.11461,4.47336,8.51221,5.84887,8.35231
BloodImage_00094.jpeg,Foreground,407,466,42,14,340.5,100.527,0.423411,3,192.212,184.84,193.444,195.214,188,204,14.0646,0,22,3.10089,4.17182,2.98116,0.483549,1.09127,3.52684,3.83271,7.51534,4.41432,8.45472
BloodImage_00094.jpeg,Foreground,285,446,31,34,544,107.74,0.588917,0.911765,195.125,188.819,196.291,198.019,185,213,13.9848,4,25,5.67847,5.11837,3.36706,0.652652,1.65154,4.86116,6.11309,12.0649,6.94208,11.6274
BloodImage_00094.jpeg,Foreground,326,443,50,37,976,153.539,0.520261,1.35135,193.202,183.921,192.04,195.649,185,212,16.3078,3,40,5.87319,6.13496,3.15415,0.653119,1.65919,4.10684,5.16333,-9.80103,-6.0193,10.76
BloodImage_00094.jpeg,Foreground,0,433,36,42,871.5,138.811,0.568366,0.857143,180.991,168.789,176.919,181.925,169,199,18.3194,0,44,6.01363,10.1569,3.79636,0.670211,1.83407,2.83402,3.72666,7.73725,-5.82889,7.01466
BloodImage_00094.jpeg,Foreground,462,432,109,48,2278.5,334.836,0.255385,2.27083,186.621,171.493,184.357,189.627,163,216,24.3768,0,54,7.59108,10.2253,3.76283,0.270558,0.794318,1.38737,2.17117,-4.22918,-2.73482,4.02088
BloodImage_00094.jpeg,Foreground,9,355,106,85,5826,316.049,0.732946,1.24706,185.279,180.543,183.933,189.348,164,211,16.4186,0,45,7.93375,8.62401,3.66232,0.729348,2.07863,3.89698,4.9732,9.68176,6.26795,9.48079
BloodImage_00094.jpeg,Foreground,465,353,29,35,684,103.397,0.803989,0.828571,200.955,181.418,176.544,201.122,190,215,31.2527,10,54,4.39813,8.40276,3.79634,0.778521,2.7477,4.14475,6.16028,-11.3531,-7.53429,-11.6983
BloodImage_00094.jpeg,Foreground,601,352,39,82,1130.5,220.752,0.291521,0.47561,183.377,174.893,184.384,186.231,177,201,16.2785,0,35,3.77139,7.18864,3.17868,0.394642,0.94164,2.54738,2.71557,5.37466,3.289,-5.80845
BloodImage_00094.jpeg,Foreground,244,332,86,98,2309.5,375.747,0.205559,0.877551,190.917,185.86,194.476,195.66,183,213,14.0486,0,29,3.52963,4.72525,3.02387,0.312165,0.980597,1.39819,2.14444,-4.04299,-2.76415,4.09235
BloodImage_00094.jpeg,Foreground,250,332,35,27,537,125.397,0.429151,1.2963,190.674,184.12,194.892,196.101,190,208,16.9375,5,32,2.89802,4.96316,2.9402,0.676736,1.90133,2.80218,3.87303,-7.25309,-4.86002,7.58591
BloodImage_00094.jpeg,Foreground,173,332,65,94,2230,351.706,0.226546,0.691489,183.186,180.061,191.152,191.615,181,204,17.1961,3,32,4.4599,5.06198,2.9892,0.395327,1.40426,1.47574,2.06707,-5.60183,-3.11547,-3.83854
BloodImage_00094.jpeg,Foreground,373,320,78,106,2940.5,439.345,0.191434,0.735849,183.729,174.665,188.804,189.801,177,202,21.2629,3,41,3.81161,5.68814,3.52904,0.372357,1.24684,1.86226,2.12097,4.26582,2.77133,-4.26043
BloodImage_00094.jpeg,Foreground,486,313,48,28,669.5,138.953,0.435735,1.71429,182.952,171.746,183.886,186.092,177,198,19.749,0,38,3.42364,7.7246,3.11261,0.679494,1.82847,2.90193,4.058,-7.53962,-4.97386,-8.59641
BloodImage_00094.jpeg,Foreground,552,282,81,63,2603,287.907,0.394621,1.28571,165.466,161.877,178.587,179.069,160,229,29.6119,3,78,10.0811,12.3558,3.95383,0.624169,2.07775,2.11404,2.76161,5.38431,3.98831,5.32029
BloodImage_00094.jpeg,Foreground,484,275,22,20,250.5,78.1838,0.514973,1.1,170.846,138.516,173.775,175.421,170,185,53.614,32,73,2.84048,9.90544,3.61002,0.721841,2.05554,3.4151,4.40576,8.61379,5.75593,8.37981
BloodImage_00094.jpeg,Foreground,200,246,100,66,1914.5,337.12,0.211688,1.51515,182.196,171.989,185.168,187.63,178,206,22.7625,0,56,4.76345,8.41178,3.14924,0.302922,0.78526,1.65226,2.4054,-5.05361,-3.24503,-4.44713
BloodImage_00094.jpeg,Foreground,303,244,79,75,2753.5,310.777,0.35826,1.05333,217.586,137.03,156.271,217.586,185,243,93.2604,19,126,12.2686,23.2084,3.76186,0.671497,2.3161,2.66126,3.84141,-7.20662,-5.30411,-7.28734
BloodImage_00094.jpeg,Foreground,36,240,115,125,4758.5,771.335,0.100506,0.92,174.09,166.134,179.447,180.281,168,198,20.6372,3,39,3.40969,5.66448,2.92774,0.319342,1.80426,2.38305,2.4001,5.36577,3.40241,-4.80768
BloodImage_00094.jpeg,Foreground,563,231,52,26,621.5,146.61,0.363348,2,170.298,151.399,174.028,176.794,170,200,36.6901,16,60,5.40142,8.74612,3.48504,0.523756,1.25669,2.62388,3.47999,7.02646,5.08571,-6.55543
BloodImage_00094.jpeg,Foreground,490,223,54,68,1363,262.25,0.249044,0.794118,164.285,128.613,167.75,169.868,160,185,61.9057,21,87,3.68421,12.8478,3.1627,0.456416,1.22894,2.34755,2.9708,5.6305,3.58678,-6.94093
BloodImage_00094.jpeg,Foreground,209,212,33,25,475.5,109.64,0.497079,1.32,176.351,171.077,183.626,183.937,178,190,19.1839,4,33,2.60154,4.71655,2.97073,0.767265,2.5389,3.76315,5.12924,9.61754,6.40398,9.9524
BloodImage_00094.jpeg,Foreground,372,200,114,111,4075.5,712.021,0.101019,1.02703,190.395,135.627,162.258,194.257,165,237,74.1116,21,123,21.7869,27.1891,3.51655,0.377512,1.53794,1.68101,2.33671,4.81455,3.43195,-4.37219
BloodImage_00094.jpeg,Foreground,47,183,100,66,1983,339.505,0.216193,1.51515,179.294,168.296,177.627,181.5,170,204,18.8316,0,47,5.45854,7.98799,3.18635,0.199269,0.73795,1.0196,1.61684,3.27994,3.82154,-2.98467
BloodImage_00094.jpeg,Foreground,577,174,31,33,557,137.882,0.36817,0.939394,164.776,163.117,178.428,178.428,174,184,23.141,16,34,1.66138,3.60234,2.42868,0.708859,2.25813,3.18276,4.28835,8.55743,6.32744,-8.04337
BloodImage_00094.jpeg,Foreground,142,174,57,117,1966,381.706,0.169565,0.487179,179.045,166.758,179.195,182.047,170,199,21.677,3,49,5.29041,8.9133,3.36493,0.136788,0.352735,1.66855,1.91645,3.7129,2.09312,-4.5815
BloodImage_00094.jpeg,Foreground,427,158,55,51,1235,279.563,0.198571,1.07843,173.734,130.326,172.799,176.027,166,191,66.1079,40,88,4.87053,9.2623,3.53315,0.558833,2.32595,3.08612,3.77808,-7.21025,5.13588,-8.95907
BloodImage_00094.jpeg,Foreground,605,155,19,23,273.5,69.3553,0.714509,0.826087,166.612,165.737,175.013,175.013,169,180,15.4046,9,27,2.2855,3.05715,2.47605,0.777461,2.73127,4.54919,6.5208,-12.7131,-8.07443,12.0666
BloodImage_00094.jpeg,Foreground,311,137,109,90,3034,431.245,0.205011,1.21111,206.85,128.097,142.897,206.85,185,229,96.8479,45,124,8.49746,15.2198,4.41043,0.309803,0.802261,1.81273,2.05978,4.01654,2.59704,4.51874
BloodImage_00094.jpeg,Foreground,172,116,101,69,2017.5,474.174,0.112758,1.46377,181.082,167.984,180.459,185.053,170,205,23.6889,3,48,6.8967,8.53127,3.56351,0.208193,0.992975,1.3352,1.8161,3.71497,3.51745,-3.44729
BloodImage_00094.jpeg,Foreground,532,103,71,105,1744.5,334.978,0.195366,0.67619,171.76,162.66,176.557,177.937,166,193,22.4672,8,49,4.46026,8.62384,3.32135,0.182129,0.482873,1.80585,2.70278,4.96812,2.96417,-5.60964
BloodImage_00094.jpeg,Foreground,384,92,39,41,500.5,141.924,0.31225,0.95122,170.594,156.76,175.306,176.395,169,189,28.5581,18,38,3.90212,3.76973,2.90981,0.429677,0.955616,3.24189,3.42239,6.7546,3.9036,8.49354
BloodImage_00094.jpeg,Foreground,0,91,97,89,3549.5,539.63,0.153174,1.08989,168.299,157.7,171.338,173.386,161,197,23.6071,3,48,4.55434,6.67791,3.19993,0.413603,3.67836,1.94385,2.39802,-4.59804,-5.79995,-5.01988
